person_id,page_number,origin_place,classification,origin_place_norm_proposed,age,sex,legal_status_norm,family_status_norm,comments
P004275,299,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Свободного состояния,Дочь,5
P004276,299,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Свободного состояния,Дочь,6
P004281,300,На Сахалине,exceptional_non_administrative,На Сахалине,11,Мужской,Сын крестьянина из ссыльных,Сын,262
P004282,300,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Дочь крестьянина из ссыльных,Дочь,263
P004283,300,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын крестьянина из ссыльных,Сын,
P004286,300,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын крестьянина из ссыльных,Сын,267
P004292,300,На Сахалине,exceptional_non_administrative,На Сахалине,9,Мужской,Сын поселенца,Сын,274
P004293,300,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселенца,Сын,273
P004294,300,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,275
P004295,300,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,276
P004296,300,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,277
P004299,301,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,280
P004301,301,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,282
P004304,301,На Сахалине,exceptional_non_administrative,На Сахалине,11,Мужской,Сын поселенца,Сын,285
P004305,301,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Дочь поселенца,Дочь,286
P004306,301,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,2
P004309,301,На Сахалине,exceptional_non_administrative,На Сахалине,9,Женский,Дочь крестьянина из ссыльных,Дочь,290
P004310,301,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын крестьянина из ссыльных,Сын,291
P004311,301,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын крестьянина из ссыльных,Сын,292
P004314,301,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь крестьянина из ссыльных,Дочь,295
P004315,302,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын крестьянина из ссыльных,Сын,296
P004316,302,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь крестьянина из ссыльных,Дочь,297
P004317,302,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь крестьянина из ссыльных,Дочь,298
P004329,302,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь крестьянина из ссыльных,Дочь,312
P004330,302,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын крестьянина из ссыльных,Сын,
P004331,302,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын крестьянина из ссыльных,Сын,313
P004332,302,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь крестьянина из ссыльных,Дочь,314
P004339,303,На Сахалине,exceptional_non_administrative,На Сахалине,9,Женский,Дочь поселенца,Дочь,322
P004340,303,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Дочь поселенца,Дочь,1
P004341,303,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,2
P004344,303,На Сахалине,exceptional_non_administrative,На Сахалине,10,Мужской,Сын крестьянина из ссыльных,Сын,327
P004345,303,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын крестьянина из ссыльных,Сын,328
P004346,303,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын крестьянина из ссыльных,Сын,329
P004352,304,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,335 220
P004371,305,На Сахалине,exceptional_non_administrative,На Сахалине,10,Мужской,Сын поселенца,Сын,355
P004372,305,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселенца,Сын,356
P004376,305,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,1
P004377,305,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,361
P004381,305,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,365 222.3
P004382,306,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,223
P004392,306,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселенца,Дочь,377
P004393,306,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,378
P004394,306,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,379
P004398,306,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,387
P004401,307,На Сахалине,exceptional_non_administrative,На Сахалине,11,Женский,Дочь крестьянина из ссыльных,Дочь,У Ливина
P004402,307,На Сахалине,exceptional_non_administrative,На Сахалине,9,Женский,Дочь крестьянина из ссыльных,Дочь,391
P004403,307,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь крестьянина из ссыльных,Дочь,392
P004404,307,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын крестьянина из ссыльных,Сын,
P004405,307,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын крестьянина из ссыльных,Сын,394
P004406,307,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын крестьянина из ссыльных,Сын,
P004411,307,На Сахалине,exceptional_non_administrative,На Сахалине,10,Мужской,Сын поселенца,Сын,
P004418,308,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселки,Незаконнорожденный сын,407 225
P004422,308,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселенца,Сын,
P004423,308,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,413
P004426,308,На Сахалине,exceptional_non_administrative,На Сахалине,12,Женский,Дочь поселки,Незаконнорожденная дочь,416 226
P004429,308,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселки,Незаконнорожденная дочь,419 229
P004430,308,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселки,Незаконнорожденный сын,420 230
P004435,309,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселки,Незаконнорожденная дочь,426 234
P004436,309,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселки,Незаконнорожденный сын,425 233.1
P004442,309,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселенца,Сын,
P004443,309,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселенца,Сын,433
P004444,309,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,434
P004449,309,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселки,Незаконнорожденная дочь,439 235
P004459,310,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,450 237
P004468,310,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,459
P004469,311,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,
P004470,311,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,461
P004472,311,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,463
P004476,311,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,467 238
P004483,311,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,475
P004484,311,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,1
P004488,312,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,480
P004495,312,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселки,Незаконнорожденная дочь,487 239
P004500,312,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,493
P004501,312,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,494
P004504,312,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,498
P004505,312,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,499
P004509,313,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын крестьянки из ссыльных,Незаконнорожденный сын,503 241
P004510,313,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,504 242
P004511,313,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,505 243
P004524,313,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,518
P004525,314,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,519
P004527,314,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,521
P004531,314,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселки,Незаконнорожденный сын,524 245
P004532,314,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселки,Незаконнорожденный сын,528 246
P004551,315,На Сахалине,exceptional_non_administrative,На Сахалине,9,Женский,Дочь поселенца,Дочь,547
P004552,315,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Дочь поселенца,Дочь,548
P004553,315,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселенца,Дочь,549
P004554,315,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,
P004555,315,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,551
P004560,315,На Сахалине,exceptional_non_administrative,На Сахалине,,Женский,,Незаконнорожденная дочь,556 247
P004566,316,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжного,Сын,1
P004568,316,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселки,Незаконнорожденный сын,565 248.2
P004569,316,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселки,Незаконнорожденная дочь,566 249.3
P004577,316,На Сахалине,exceptional_non_administrative,На Сахалине,13,Женский,Дочь поселенца,Дочь,576
P004582,316,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселки,Незаконнорожденный сын,581 251.6
P004587,317,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселки,Незаконнорожденная дочь,586 252; Незаконнорожденная дочь Иванова
P004597,317,На Сахалине,exceptional_non_administrative,На Сахалине,12,Женский,Дочь поселенца,Дочь,597
P004598,317,На Сахалине,exceptional_non_administrative,На Сахалине,9,Мужской,Сын поселенца,Сын,1
P004599,317,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселенца,Сын,
P004600,317,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,600
P004624,319,На Сахалине,exceptional_non_administrative,На Сахалине,12,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,627 253
P004625,319,На Сахалине,exceptional_non_administrative,На Сахалине,9,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,628 254
P004626,319,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,629 255
P004630,319,На Сахалине,exceptional_non_administrative,На Сахалине,7,Мужской,Сын поселки,Незаконнорожденный сын,633 256
P004634,319,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь поселенца,Дочь,638
P004635,319,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,639
P004636,319,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,640
P004641,320,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь поселенца,Дочь,6451
P004642,320,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселенца,Сын,2
P004645,320,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселки,Незаконнорожденная дочь,649 257
P004654,320,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселенца,Дочь,3
P004655,320,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,4
P004663,321,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжного,Дочь,668
P004667,321,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,672
P004668,321,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,"Жителей 26, законных семей 6, свободных - 6, хозяев - 16, совладельцев - 8, женатых на родине 28, живут в супружестве 12, в сожительстве 6"
P004680,322,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,686
P004681,322,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,687
P004692,322,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселенца,Дочь,698
P004713,323,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжного,Сын,
P004716,324,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,725
P004717,324,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,724
P004724,324,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,732
P004725,324,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P004731,324,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,742
P004732,324,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P004735,324,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселки,Незаконнорожденный сын,746 259
P004736,325,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселки,Незаконнорожденный сын,747 260
P004753,326,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,775
P004757,326,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселки,Незаконнорожденный сын,779 261
P004762,326,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселенца,Сын,786
P004763,326,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,787
P004773,327,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,,Сын,798
P004777,327,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Дочь поселенца,Дочь,3
P004778,327,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,803
P004779,327,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,804
P004788,327,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,813 263
P004789,328,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын крестьянки из ссыльных,Незаконнорожденный сын,814 264
P004795,328,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,820
P004798,328,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,822 265
P004799,328,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,824 266
P004810,329,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын крестьянина из ссыльных,Сын,835
P004811,329,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь крестьянина из ссыльных,Дочь,836
P004815,329,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжного,Дочь,842
P004819,329,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,846 268
P004820,329,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,847 269
P004821,329,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,848
P004824,330,На Сахалине,exceptional_non_administrative,На Сахалине,11,Мужской,Сын крестьянина из ссыльных,Сын,От матери гилячки крещенной
P004835,330,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,862
P004851,331,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,878
P004852,331,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,879
P004853,331,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,880
P004873,332,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,1
P004874,332,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселенца,Сын,901
P004875,332,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,2
P004877,332,На Сахалине,exceptional_non_administrative,На Сахалине,10,Женский,Дочь крестьянина из ссыльных,Приемная дочь,3
P004891,333,На Сахалине,exceptional_non_administrative,На Сахалине,12,Мужской,Сын крестьянина из ссыльных,Сын,920
P004892,333,На Сахалине,exceptional_non_administrative,На Сахалине,10,Женский,Дочь крестьянина из ссыльных,Дочь,921
P004893,333,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь крестьянина из ссыльных,Дочь,922
P004902,334,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжного,Сын,931
P004905,334,На Сахалине,exceptional_non_administrative,На Сахалине,10,Женский,Дочь поселенца,Дочь,934
P004907,334,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,936
P004908,334,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,937
P004909,334,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,938
P004910,334,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,939
P004917,335,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселки,Незаконнорожденный сын,946 274
P004923,335,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,952 275
P004924,335,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,953 276
P004934,335,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Свободного состояния,Дочь,963
P004935,336,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Свободного состояния,Дочь,1
P004936,336,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Свободного состояния,Сын,965
P004943,336,На Сахалине,exceptional_non_administrative,На Сахалине,12,Мужской,Сын поселенца,Сын,970
P004944,336,На Сахалине,exceptional_non_administrative,На Сахалине,7,Мужской,Сын поселенца,Сын,972
P004945,336,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,973
P004946,336,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Свободного состояния,Незаконнорожденная дочь,975 278; Незаконнорожденная дочь Марьи
P004947,336,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Свободного состояния,Незаконнорожденная дочь,279; Незаконнорожденная дочь Марии
P004960,337,На Сахалине,exceptional_non_administrative,На Сахалине,10,Мужской,Сын крестьянки из ссыльных,Незаконнорожденный сын,989 282
P004968,337,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжного,Сын,999
P004969,338,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Приемная дочь,1
P004977,338,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын ссыльнокаторжного,Сын,1007
P004981,338,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселки,Незаконнорожденный сын,1011 283
P004987,339,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселенца,Сын,1017
P005014,340,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,1045
P005015,340,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,1046
P005020,340,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселки,Незаконнорожденный сын,1054 284
P005021,340,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселки,Незаконнорожденная дочь,1055 285
P005028,341,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,1062
P005040,341,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,1076
P005047,342,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь ссыльнокаторжного,Дочь,1084
P005048,342,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжного,Сын,1085
P005057,342,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,1
P005058,342,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,2
P005059,343,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,1099
P005068,343,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь поселки,Незаконнорожденная дочь,11183 288.4
P005069,343,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселки,Незаконнорожденная дочь,11195 289.6
P005070,343,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселки,Незаконнорожденный сын,11207 290.8
P005071,343,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселки,Незаконнорожденная дочь,11219 291.10
P005080,344,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,11301 292.2
P005090,344,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,1141
P005096,345,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P005104,345,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,1158 293
P005107,345,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,1162 294
P005121,346,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,1176
P005124,346,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжного,Сын,3
P005129,347,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,1187 295
P005141,347,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселки,Незаконнорожденная дочь,1200 296
P005144,347,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжного,Сын,1204
P005159,348,На Сахалине,exceptional_non_administrative,На Сахалине,7,Мужской,Сын поселки,Незаконнорожденный сын,1219 297
P005186,350,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,1248
P005196,350,На Сахалине,exceptional_non_administrative,На Сахалине,12,Мужской,Сын поселенца,Сын,1261
P005205,351,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселенца,Сын,1271
P005206,351,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,1
P005211,351,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселки,Приемная дочь,1279 298
P005229,352,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселки,Незаконнорожденный сын,1295 300
P005230,352,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселки,Незаконнорожденный сын,1296 301
P005237,353,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселки,Незаконнорожденный сын,1304 302
P005242,353,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжного,Сын,1310
P005246,353,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,2
P005247,353,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,1315
P005256,354,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселки,Незаконнорожденный сын,1324 339.3
P005257,354,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселки,Незаконнорожденная дочь,1325 338.4
P005258,354,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселки,Незаконнорожденный сын,1326 337.5
P005266,354,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжного,Дочь,1337
P005275,355,На Сахалине,exceptional_non_administrative,На Сахалине,9,Мужской,Сын поселки,Незаконнорожденный сын,1346 336
P005276,355,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселки,Незаконнорожденный сын,1347 335
P005277,355,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселки,Незаконнорожденный сын,1348 334. 4 Набережной улицы конец
P005280,355,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжного,Сын,1352
P005285,356,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,1357
P005290,356,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын ссыльнокаторжного,Сын,1363
P005291,356,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Свободного состояния,Незаконнорожденный сын,1365 333.3; Незаконнорожденный сын Анны
P005302,357,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,1378
P005303,357,На Сахалине,exceptional_non_administrative,На Сахалине,9,Женский,Свободного состояния,Дочь,
P005304,357,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Свободного состояния,Дочь,
P005305,357,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Свободного состояния,Сын,
P005306,357,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Свободного состояния,Сын,
P005307,357,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Свободного состояния,Сын,
P005308,357,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Свободного состояния,Дочь,
P005384,361,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,371
P005421,363,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,372
P005422,363,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,373
